date,unit 1,unit 2,unit 3,unit 4,unit 5,unit 6,unit 7,unit 8
2017-03-26T15:40+10,149,152,170,160,173,176,177,165
2017-03-26T15:45+10,149,149,169,159,173,175,176,158
2017-03-26T15:50+10,145,144,170,159,173,174,175,153
2017-03-26T15:55+10,150,149,169,158,174,174,176,142
2017-03-26T16:00+10,149,150,170,159,173,175,175,136
2017-03-26T16:05+10,148,148,169,159,174,176,176,134
2017-03-26T16:10+10,149,151,170,159,174,175,177,129
2017-03-26T16:15+10,150,152,171,159,174,176,177,129
2017-03-26T16:20+10,150,150,169,160,174,176,176,128
2017-03-26T16:25+10,147,145,170,159,174,176,175,128
2017-03-26T16:30+10,149,150,169,159,174,176,176,128
2017-03-26T16:35+10,146,145,170,159,175,176,175,128
2017-03-26T16:40+10,149,150,169,159,174,175,176,128
2017-03-26T16:45+10,149,151,169,160,175,176,177,127
2017-03-26T16:50+10,146,145,169,159,174,176,177,129
2017-03-26T16:55+10,148,148,170,159,174,175,175,128
2017-03-26T17:00+10,149,152,169,160,174,175,177,129
2017-03-26T17:05+10,149,152,170,160,174,177,178,128
2017-03-26T17:10+10,146,145,169,159,174,175,175,127
2017-03-26T17:15+10,149,150,169,159,174,175,176,129
2017-03-26T17:20+10,146,146,169,160,174,176,177,128
2017-03-26T17:25+10,149,151,170,159,174,175,177,128
2017-03-26T17:30+10,149,150,169,160,175,175,178,129
2017-03-26T17:35+10,149,149,170,160,174,176,177,128
2017-03-26T17:40+10,145,144,170,159,174,175,177,127
2017-03-26T17:45+10,149,150,170,159,174,176,177,127
2017-03-26T17:50+10,150,151,170,159,174,176,178,128
2017-03-26T17:55+10,149,150,170,159,173,176,178,127
2017-03-26T18:00+10,149,149,170,159,174,176,176,127
2017-03-26T18:05+10,149,151,170,160,174,176,177,129
2017-03-26T18:10+10,149,152,170,160,174,176,178,127
2017-03-26T18:15+10,149,152,170,160,174,175,177,128
2017-03-26T18:20+10,149,152,171,159,173,174,176,127
2017-03-26T18:25+10,149,148,170,159,173,176,176,128
2017-03-26T18:30+10,149,148,170,159,174,174,177,129
2017-03-26T18:35+10,150,150,169,159,173,175,176,130
2017-03-26T18:40+10,149,150,169,159,174,176,176,128
2017-03-26T18:45+10,150,150,170,159,174,176,175,129
2017-03-26T18:50+10,150,150,170,159,174,176,177,127
2017-03-26T18:55+10,149,149,169,160,174,176,177,127
2017-03-26T19:00+10,150,152,170,160,174,176,177,128
2017-03-26T19:05+10,149,150,170,160,174,176,177,128
2017-03-26T19:10+10,148,147,170,160,173,176,176,128
2017-03-26T19:15+10,148,146,169,159,174,175,175,128
2017-03-26T19:20+10,150,150,170,160,174,176,175,128
2017-03-26T19:25+10,148,147,170,159,174,175,175,128
2017-03-26T19:30+10,150,150,170,160,173,175,178,127
2017-03-26T19:35+10,149,149,170,161,174,176,178,128
2017-03-26T19:40+10,150,152,170,160,174,175,176,127
2017-03-26T19:45+10,147,147,170,160,174,175,176,129
2017-03-26T19:50+10,149,149,170,160,173,175,177,129
2017-03-26T19:55+10,151,153,169,160,174,175,177,125
2017-03-26T20:00+10,145,144,169,160,174,175,177,130
2017-03-26T20:05+10,150,149,170,160,174,176,176,130
2017-03-26T20:10+10,150,149,170,161,174,176,178,128
2017-03-26T20:15+10,150,153,170,160,174,176,178,127
2017-03-26T20:20+10,146,144,170,160,174,176,177,128
2017-03-26T20:25+10,143,143,169,160,174,176,176,131
2017-03-26T20:30+10,149,148,171,160,174,175,177,128
2017-03-26T20:35+10,149,150,170,160,174,175,176,129
2017-03-26T20:40+10,150,150,170,160,174,176,176,128
2017-03-26T20:45+10,149,150,170,160,174,176,177,129
2017-03-26T20:50+10,145,145,171,160,174,175,177,127
2017-03-26T20:55+10,149,150,170,160,173,176,177,128
2017-03-26T21:00+10,149,150,170,160,173,176,177,128
2017-03-26T21:05+10,149,152,170,161,174,177,177,128
2017-03-26T21:10+10,150,150,171,160,174,177,178,127
2017-03-26T21:15+10,149,150,170,160,174,176,177,129
2017-03-26T21:20+10,149,153,170,161,175,177,177,127
2017-03-26T21:25+10,149,149,170,161,174,176,177,128
2017-03-26T21:30+10,145,145,170,160,174,176,177,126
2017-03-26T21:35+10,149,149,170,160,175,176,176,126
2017-03-26T21:40+10,149,151,170,161,174,176,176,129
2017-03-26T21:45+10,149,151,170,162,174,175,177,128
2017-03-26T21:50+10,149,150,170,160,174,176,177,128
2017-03-26T21:55+10,149,149,170,161,174,176,176,125
2017-03-26T22:00+10,150,150,170,160,174,176,176,127
2017-03-26T22:05+10,149,150,170,160,174,176,176,127
2017-03-26T22:10+10,148,147,170,160,174,176,176,128
2017-03-26T22:15+10,148,147,170,161,175,176,176,126
2017-03-26T22:20+10,149,149,170,160,174,174,176,129
2017-03-26T22:25+10,148,150,170,161,174,176,176,128
2017-03-26T22:30+10,150,150,170,160,175,176,176,129
2017-03-26T22:35+10,149,149,170,161,174,176,176,122
2017-03-26T22:40+10,144,144,170,160,174,176,176,123
2017-03-26T22:45+10,148,148,170,161,174,176,178,122
2017-03-26T22:50+10,150,152,170,161,174,176,178,120
2017-03-26T22:55+10,149,150,170,161,174,175,177,121
2017-03-26T23:00+10,150,152,170,161,174,176,178,121
2017-03-26T23:05+10,149,148,170,160,174,176,177,120
2017-03-26T23:10+10,150,153,170,161,174,176,178,119
2017-03-26T23:15+10,145,145,170,160,174,176,176,120
2017-03-26T23:20+10,149,149,170,160,174,174,176,120
2017-03-26T23:25+10,147,145,169,160,175,175,177,120
2017-03-26T23:30+10,149,150,170,160,174,175,178,118
2017-03-26T23:35+10,149,150,170,160,174,175,178,104
2017-03-26T23:40+10,149,152,170,161,173,175,178,95
2017-03-26T23:45+10,145,145,169,161,173,175,176,93
2017-03-26T23:50+10,150,150,170,160,174,176,179,91
2017-03-26T23:55+10,146,146,170,160,173,176,177,87
2017-03-27T00:00+10,149,150,171,161,174,176,177,85
